|LayananPosIndonesia|,Pakt no resi:18319655884 harus berapa lama lagi saya nunggu??padahal sudah di ambon sejak tgl 23 sudah ada manifes serah ke kantor pos daerah saya sampai sekarang belum masuk.,
|LayananPosIndonesia|,"Tolong lah RU831246500NL gada kejelasan nih, padahal paket udh di kantor pos kabupaten, knp juga bisa balik lagi ke pos cirebon. Dan sekerang gda kejelasan paket ini bakal gimana. Haduh",
|LayananPosIndonesia|,Gimana nih nasibnya paketku LP189275514SG terbenam di gudang kali,
|LayananPosIndonesia|,Bayar pgm nya melalui transfer ke atas nama yg jaga loket yaaApa gimana biar bisa ikutan,
|LayananPosIndonesia|,17953520792,
|LayananPosIndonesia|,"Kak, saya ada paket dr New Delhi sebulan blm sampai. Status custom hold. Ini gimana?",
|KegiatanPengiriman|,Resi 18105748132 pengiriman ini kok belum sampai padahal pengiriman dari tgl 25 masa lama bgt tolong di tindak lanjuti,
|LayananPosIndonesia|,"Min ini gimana, paket sudah sampai di pos kabupaten kok malah balik lagi ke cirebon 😭 RU831246500NL",
|KegiatanPengiriman|,Aamiin,
|LayananPosIndonesia|,CEK INBOX MIN,
|LayananPosIndonesia|,Mohon ditrack LP189275514SG dimana posisinya saat ini,
|KegiatanPengiriman|,"Pos Indonesia MANTAP.Pengiriman dr JAWA TENGAH tgl 1 feb 2021 n dlm jangka waktu 1 minggu masih d SURABAYA. Nunggu berapa minggu lg k SUMBA, NTT ya....😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",
|KegiatanPengiriman|,"Status gagal dikirim begitu, kira"" kenapa ya kak? Padahal biasanya ngirim ke tujuan yg sama sudah berulang kali.",
|KegiatanPengiriman|,Pembataln kiriman bisa gak,
|LayananPosIndonesia|,"Mau tanya paket kiriman saya dgn no barcode 59511C1UB000052 sekarang dimana y????,boleh minta tolong dikirim balik ke saya aja(di retur) coz penerima g tanggung jawab udah diantar 2x g ada yg bayar COD,katanya mau diambil di pos kecamatan malah g diambil,FB dan WA saya malah diBLOKIR.",
|KegiatanPengiriman|,Pengen gabung di pt pos indonesia cara ngelamarnya gimana ya,
|KegiatanPengiriman|,Pakwt dengan Nomor resi : 55197C2UB000190Belum sampai juga sudh loncat ETA 2 hari. Tolonglah profesionalnya. Blog POS indo blm update juga.,
|KegiatanPengiriman|,18134235217 nyampek mana,
|KegiatanPengiriman|,Cara bayar ongkir pakai pos giro gimana min,
|KegiatanPengiriman|,18257810714 blm ada kbr berita. Pengiriman tgl 31 januari 2021. Tolong info jelas nya. Customer kami sdh nanya nanya ini gan,
|KegiatanPengiriman|,jangan untuk pensiun aja. biar umkm yg lain juga bs merasakan.,
|KegiatanPengiriman|,Bayar ongkir pkai pos giro gmna caranya?,
|KegiatanPengiriman|,"Heleh..... Postman ning DEMAK GAK GENAH. Anakku kirim surat utk tugas SMP aja gak sampe. baru setelah dicari ke Kantor Pos Demak, SURATE MASIH NGENDON DISANA. Dan itu 2Kali terjadi. Gitu koq mau Eksis 🤑",
|KegiatanPengiriman|,Tolong cek resi  11460C5UA000762  sudah dari tgl 22 bulan 1 belum bergerak,
|LayananPosIndonesia|,"RU831246500NL 1 minggu gda kejelasan, paket hilang atau apa gk jelas 😞 sangat mengewakan 😪",
|LayananPosIndonesia|,semoga beruntung 😁,
|LayananPosIndonesia|,LP190575309SG pos Indonesia tolong di cek. Dari hari senin di antar status nya tapi sampai sekarang hari rabu belum juga tiba. Sudah sering melakukan pengantaran ke tempat saya masa gak tau tempat saya si kurirnya. Mohon di percepat 🙏,
|LayananPosIndonesia|,"Sukses buat POS Indonesia, saya mengandalkanmu buat ngirim paket ke customer di seluruh Indonesia. Perbaiki sistem pelayanan biar nggak kalau sama yang swasta. 👍",
|LayananPosIndonesia|,Ini Pos meme kan ?,
|LayananPosIndonesia|,"Gman ini 13000UA00001373, udah mau 1 bln blm nyampe2 , padahl blng estimasi 7-14 hri... tolong dong pak di perjelas",
|LayananPosIndonesia|,Kenapa dalam 4 hri ini tak bisa cek resi pos???,
|LayananPosIndonesia|,"Wuah , ketinggalan. Udah awal bulan nih..Tapi koq belom nongol pemenangnya 😊🙏",
|LayananPosIndonesia|,17953520792,
|LayananPosIndonesia|,hallo kak udah 2 hari ngirim paket.. tapi pas di cek resi (13919037053)  nya gabisatolong solusi nya,
|LayananPosIndonesia|,"min, saya sudah mengajukan pertanyaan melalui inbox. mohon konfirmasi pengecekannya. ditunggu terimaksih",
|LayananPosIndonesia|,Halo kk selamat siangBisa cek resi ini18287404946,
|LayananPosIndonesia|,Perlu dibenahi lagi,
|LayananPosIndonesia|,Ok,
|LayananPosIndonesia|,Min ini kok buka meme postingannya ?,
|LayananPosIndonesia|,1833600129718336001284Di lacak kok gak gerak2 ya min.🙏🏻🙏🏻🙏🏻,
|LayananPosIndonesia|,"Tolong penjelasannya, kenapa paket saya yg dikirim ke Rusia malah akan dikembalikan lg ke Indonesia. Waktu awal saya kirim pakai alamat pribadi kemudian dari pihak kantor pos minta saya untuk ganti alamat jadi alamat kantor padahal sebelumnya saya kirim pake alamat pribadi tidak ada masalah, setelah diganti alamat kantor. Paket saya sampai Rusia malah dikembalikan lagi krn alamatnya adalah alamat kantor. Kenapa ini pos indonesia dan rusia ga sinkron??? Saya udah lakukan yg diminta pihak kantor pos tapi malah paket saya mau dikembalikan lagi, kemudian ongkir saya juga hangus!! Kecewa berat saya sama kantor pos!!",
|LayananPosIndonesia|,Min bisa kirim ke Taiwan gk,
|LayananPosIndonesia|,"Itu yg dapat hadiah berdasarkan apa min, diundi atau syarat khusus lainnya",
|LayananPosIndonesia|,Pakai giro dapat gak fee seperti posfin,
|KegiatanPengiriman|,"Ka.. Biaya kirim dokumen pake QIX berat dibawah 500gr ke belanda, biayanya brp ya..?",
|KegiatanPengiriman|,Pos kok paket udah lebih dari seminggu ga Dateng* itu gimana tolong!!,
|KegiatanPengiriman|,Hari ini kntor pos buka /tutup ya.smp jm berapa,
|KegiatanPengiriman|,tolong kepada pihak pos indonesia kiriman paketnya di sampein ke alamat kampungnya bukan di titipin ke tetangga kampunya. kasian ke customernya kejauhan ngambilnya,
|KegiatanPengiriman|,kirim via pos terus donk,
|KegiatanPengiriman|,LP190575309SG min ini kemaren kita tanya soal barang ini ke kantor dan jawaban nya barang sudah di bawa kurir tapi sampai sekarang belom di kirimkan?. Barang di kirimkan di bawa kurir sejak senin tapi sampai hari Kamis belum juga tiba. Kita tanya di fb ini katanya sudah di beritahukan ke pihak terkait dan kmaren juga tanya ke kantor barang sudah di bawa kurir jd tunggu aja. Masa di bawa selama 3 gak tiba2.Kalau mau ngambil ke kantor apa kita harus bayar juga biaya pengiriman itu?.,
|KegiatanPengiriman|,bissmillah semoga beruntung,
|KegiatanPengiriman|,"saya agen posfin mohon dicek laporan saya dengan no ticket 31093, deposit ke virtual akun mandiri belum masuk sampai sekarang, tidak ada kejelasan nunggu berapa lama",
|KegiatanPengiriman|,Bos biaya karantina kirim tanaman dr magelang ke luar Jawa brapa ya,
|KegiatanPengiriman|,Sukses trrus buat motor gesitsnya,
|KegiatanPengiriman|,11610BUA0000430 mohon info pengiriman saya sudah 7hari lebih belum sampe sampe. Padahal di counternya bilang estimasi 3-4 hari saja,
|KegiatanPengiriman|,18105747824 pengiriman dengan no resi ini udh sampai knp di stts gagal antar si..kebijakan pos gmn mau jadi penipu apa gmn,
|KegiatanPengiriman|,"No.1, jok motor no.1 kelihatan dan seluruhnya kelihatan tanpa tertutup motor lain.",
|LayananPosIndonesia|,18263686464 no resinya  kok blm diupdate kak.,
|LayananPosIndonesia|,Saya mau kirim paket ke serawak malaysai caranya gimana,
|LayananPosIndonesia|,ini FP resmi PT POS?kok gak centang biru min??,
|LayananPosIndonesia|,Sri Lestari Purwaningsih  bisa di lacak pake google bisa,
|LayananPosIndonesia|,Pengiriman dijawa timur pos sungguh bikin geleng kepala,
|LayananPosIndonesia|,Min bisa minta info kontak kantor pos aimere?,
|LayananPosIndonesia|,infone pak pos,
|LayananPosIndonesia|,"18175646647 min, itu nomor resi dari tgl 6 stuck gag dikirim2 ke kedungdung, ditunggu konsumennnnnn😭😭😭. Uangnya pun saya tunggu buat muter lagiii😭😭😭",
|LayananPosIndonesia|,Mau kirim barang ke pelanggan tp saya ga ada no rekening.  Apa ada solusinya...,
|LayananPosIndonesia|,Mau login kok gini mulu ya?,
|LayananPosIndonesia|,blm beruntung,
|LayananPosIndonesia|,min.. numpang tanya dong. Materai 10rb udah beredar belum ya,
|KegiatanPengiriman|,Cek RU844921849NL,
|LayananPosIndonesia|,kok paket saya blom sampai juga udah 10 hari dari tgl 26 januari sampai hari ini blom nyampe,
|LayananPosIndonesia|,PCX hybrid..,
|KegiatanPengiriman|,Pak Pos kirim barang ke Jepang lewat laut Masih bisa gak ?,
|KegiatanPengiriman|,"Ini bener? Tapi, stlh aku cek paket baru sampai di Kantorpos Pusat Kabupaten. RD016112027HK",
|KegiatanPengiriman|,Paket no sering 18302782107 kirim tgl 27 februari2021 tujuan pos balige22311 belum sampai... Kapan sampai nya? Trimakasi,
|LayananPosIndonesia|,18105748989 ini barang udh sampai knp masih on proses n uang belum masuk...,
|LayananPosIndonesia|,Min boleh tahu jenis2 pengiriman paket (barang) di Pos Indonesia ada berapa..??,
|LayananPosIndonesia|,Nabung? BSI aja,
|LayananPosIndonesia|,Registrasi imei hp di kantor pos daerah kena biaya gak?,
|LayananPosIndonesia|,Apakah hari Minggu buka,
|LayananPosIndonesia|,Ikutan ah.. Jawab : Motor no 5 soalnya Plat No beda dari yang lain sih #PosCustomerReward,
|LayananPosIndonesia|,Ayla,
|KegiatanPengiriman|,Bos ini barang udh sampai kok di stts gagal antar,
|LayananPosIndonesia|,Min balas inbox saya,
|KegiatanPengiriman|,Mau tanya paket min,
|LayananPosIndonesia|,Pos Indonesia sudah saya kirim datanya min,
|LayananPosIndonesia|,🙏terimakasih,
|LayananPosIndonesia|,18306648404 cek min,
|LayananPosIndonesia|,pakean kurang lebih 15 kilo..dari bojonegoro tujuan ke bandung,
|KecewaTerhadapPengiriman|,"Saya kecewa atas pelayanan perusahaan saudara, saya kirim paket ke czech republic biaya mahal barang tidak sampai padahal alamat dan no tlp benar ttp kembali ke indonesia lagi dan saya disuruh membayar pajak!!aneh aja bukan kesalahan saya tetepi saya disuruh menanggung beban! Biaya pengiriman ke czech 1.3 lebih barang kembali ke indonesia dan saya hrs nebus pajak 535rb!!",
|LayananPosIndonesia|,Mohon maaf baru bergabung caranya gimna.. ?,
|LayananPosIndonesia|,ngga ada namanya. belum beruntung,
|LayananPosIndonesia|,oh gitu ya..,
|LayananPosIndonesia|,LP190355679SG status nya di pos region dr tgl 2 tp ga dikirim kirim min ke tujuan :(,
|LayananPosIndonesia|,Pos Indonesia banget ini 👍,
|LayananPosIndonesia|,Hai min mo tanya POS INDONESIA sdh melayani COD kah,
|KegiatanPengiriman|,"Maaf mau tanya,ongkos kirim barang dari pulau Biak tujuan Makassar kira2 berapa ya /kg ?",
|KegiatanPengiriman|,21CSN0000467533 paket kami belum nyampek sejak sudah 5 hari,
|KegiatanPengiriman|,Klo mau COD gimana caranya pake Pos?,
|KegiatanPengiriman|,No barcode 18277954435 sudah sampai ke penerima tolong dicek lagi pos Indonesia wilayah Tangerang 🙏,
|KegiatanPengiriman|,Solusi pembeli belum menerima barang😢😢,
|KegiatanPengiriman|,,
|KecewaTerhadapPengiriman|,Mau di usut apa gmn si...pedagang cod selalu diginiin sma pos..mau mau di urus sama yg berwajib apa gmn ini pos..dari dulu saya diginiin terus..pengurus pos indonesia sebenere gmn sama kurir yg gak bertanggung jawab,
|LayananPosIndonesia|,Motor no.5 plat nomer nya  beda tulisan nya warna kuning,
|LayananPosIndonesia|,Neneng nesuDesa tamansariDusun  budagan Rt 2 rw 6Kec. Dringu   kab. ProbolinggoHP. Resi. 18323015850 Va. 70081152705Pon 702478466092720Barang sudah smpai dari tgl 18 pengiriman.. Uang blm cair,
|KecewaTerhadapPengiriman|,Kak kok belum di update udah sampe mana resi ny LP190058185SG,
|LayananPosIndonesia|,pasar baru jkt x,
|LayananPosIndonesia|,Tolong follow up,
|KecewaTerhadapPengiriman|,Saya rugi banyak atas permasalahan ini!,
|LayananPosIndonesia|,Kak untuk COD apakah ud bisa seluruh indonesia ? Apakah masih terbatas ?,
|KegiatanPengiriman|,Mau sampai kapan resi 18252843455 nyampe?,
|LayananPosIndonesia|,Cara ikutnya gmna,
|LayananPosIndonesia|,RV684806449GB cek pos,
|LayananPosIndonesia|,I po dong gmn caranya 🙏🙏mksih,
|LayananPosIndonesia|,Mantap,
|LayananPosIndonesia|,18334093337 ijin pak bos cek. Dri tgl 27-01-2021 : gx grak2 🙏 ijin infonya bosku .biar kmi ttp pke pos,
|LayananPosIndonesia|,POSFIN BUMN JUGA KAK ?,
|LayananPosIndonesia|,SugengKp. Cikarang barat bk. BekasiJln. Imam bonjolDesa suka danu Rt 07/08Warung bongkok(Sugeng knalpot purbalingga) HP. 085210004646Resi. 18255621704Va. 70081364222Pon. 664178466023930Barang dari tgl 29 belum diantar.. Mohon untuk segera diantar karena sudah ditunggu..,
|LayananPosIndonesia|,21csn0000467533 mohon di cek paket sya gak nyampek2. Statusnya ttp aja dr tanggal 30 GK bergerak,
|LayananPosIndonesia|,hai kak boleh minta tolong untuk follow up hold an uang cod yg blm di setorkan ngga?,
|KegiatanPengiriman|,ok,
|LayananPosIndonesia|,Apakah kantor pos jl Asia Afrika buka hari minggu, hindari menyebarkan HOAX\xe2\x80\xa6 https://t.co/GuOxo36mTI|
|LayananPosIndonesia|,"Motor nomor 5, plat beda",
|KegiatanPengiriman|,,
|LayananPosIndonesia|,"Kak saya dari sumba waingapu, mau kirim paket ke china belom bisa kak  🙏",
|KegiatanPengiriman|,"saya punya  10kiriman pos berperangko surat/kartu pos ke alamat saya tapi belum ada yang sampai berbulan bulan . (udah 7 bulan ini )apa itu gak dianterin sama pak posnya dari kantor pos Bogor??(waktu dulu biasanya kalau ada kiriman berperangko  1 /2 saja udah dianter , skrng malah g ada yang sampai..sama sekali...)",
|LayananPosIndonesia|,"kak numpang tanya, kalau tarif perkilo untuk paketan berya?",
|LayananPosIndonesia|,Yg dpt itu yg gimana kak d undi atau gmna,
|LayananPosIndonesia|,Caranya gimana bayar ongkir pakai PGM?,
|LayananPosIndonesia|,👍👍👍,
|LayananPosIndonesia|,Assalamualaikum wr wb..Boleh minta no layanan castemer servis,
|KegiatanPengiriman|,Kirim ke malaysa brp ya ongkirnya?,
|LayananPosIndonesia|,Aplikasi COD Pos apa lgi troble min?,
|KegiatanPengiriman|,Min paket saya sudah 10 hari blm sampai No barcode 18247486091 tolong di cek min. Trimksh,
|KegiatanPengiriman|,Kira²kirim paket ke maleber brpa?,
|KegiatanPengiriman|,Salam tim o-ranger Kepuasan pelanggan adalah prioritas utama kita .,
|KegiatanPengiriman|,"motor no 5 min, plat nomernya beda",
|KegiatanPengiriman|,"kenapa ya setiap kiriman dari luar negeri saat diteruskan pos, selalu saja ngadat?",
|KegiatanPengiriman|,kpn bisa ya expres seluruh provinsi,
|KegiatanPengiriman|,Ka? Tau ga no.hp kurir kantor pos purwodadi?,
|KegiatanPengiriman|,itu pgm.nya harus di daftarkan dulu apa gimana bosq.,
|KegiatanPengiriman|,Amin...,
|KegiatanPengiriman|,"percuma anter2 doank, pickup pesanan harus minimal 4 paket",
|KegiatanPengiriman|,semoga rejeki bisa dapat motor. amiin,
|KegiatanPengiriman|,udh cek resi katanya udh sampe tp blm ada sampe rumah,
|KegiatanPengiriman|,Pos menipu lagi ya.,
|KegiatanPengiriman|,"Koq tetangganya gak ada yang keluar ya, minimal heran gitu ada apa koq rame... 😁",
|KegiatanPengiriman|,Syarat dan ketentuannya apa aja ya min?,
|KegiatanPengiriman|,Cek resi 18340055574,
|KegiatanPengiriman|,motor no.5 #PosIndonesia#PostCustomerReward#PosGiromobile#QitaDekatkan#KirimPaket#KirimBarang,
|KegiatanPengiriman|,Paket saya LP189275514SG apakah sudah meninggalkan makassar,
|LayananPosIndonesia|,ok tq,
|LayananPosIndonesia|,yg ikut undian berhadiah.  semua yang punya POSGIRO MOBILE bos.,
|LayananPosIndonesia|,kita batam hanya bisa kirim expres tujuan jabotabek saja yg lain belum bisa .,
|KegiatanPengiriman|,"pos mau tanya untuk paket ini apa belum ada pengantaran , apa di nyatakan hilang  , sola nya pengiriman sejak bulan desember sampai bulan februari belum ada pengiriman no resi : 18089784294nama penerima : : ERAalamat penerima :  TUMPAKREJO RT 8 RW 4 DS. TUMPAKREJO KEC. KALIPARE, KAB. MALANG 65166no tlp :  085810418225",
|LayananPosIndonesia|,Saya sudah ratusan x pengiriman pake pos.. tp ngga pernah dapet apa2,
|LayananPosIndonesia|,P,
|LayananPosIndonesia|,Tetep aja kalah sama perusahaan2 jastip yg laen.,
|LayananPosIndonesia|,info tracking donk pos RV684806449GB,
|KegiatanPengiriman|,Dari pengalaman yg saya Alami dan membaca komentar yg ada kebanyakan kesalahan pada Kurir. Kurir tidak mengantarkan sampai tujuan. Disini yg perlu di perbaiki,
|KegiatanPengiriman|,Paket saya kok gagal antar semuanya udah jelas,
|KegiatanPengiriman|,nice kreatif,
|LayananPosIndonesia|,Mohon info lacak..sudah sampai manaLP001213483ID,
|KegiatanPengiriman|,Pos Indonesia emang the best. Besok saya mau kirim 55 Paket Diabetes ke Sulawesi dan Kalimantan pake pos . Terima kasih pos Makin baik terusPaket diabetes dapat dibeli di nomor dibawah iniwa.me/6281357478442,
|LayananPosIndonesia|,"Motor nomor 5, plat beda",
|LayananPosIndonesia|,Hallo saya mau kirim paket kargo.ke swedia berapa biaya nya???,
|KegiatanPengiriman|,Yang ke 5 kali saya tanya.Tolong di perjelas untuk ditindak lanjuti paket saya.55197C2UB000190,
|LayananPosIndonesia|,18306648404 follow up gak bergerak,
|KegiatanPengiriman|,"Minsay nomor resi18175646647Diteruskan ke kedungdung knapa nggk sampai2, dari tgl 6",
|KomentarMasyarakat|,tetep aja bobrok,
|KegiatanPengiriman|,Apa ga kemahalan itu pake pcx listrik...wong ada gesits yg bener2 karya anak bangsa kok malah kerjasama ama pabrikan jepang ?,
|KegiatanPengiriman|,Pak pos gmna paket saya blm sampe 18133985636 cek pak,
|LayananPosIndonesia|,"Min, sy cek tarif di https://www.posindonesia.co.id/id/check-tarif, untuk pengiriman ke luar negeri, kok tanpa dimensi dan dengan dimensi harganya beda ?",
|LayananPosIndonesia|,Resi. 18255621704Cek boss gk smpai2,
|LayananPosIndonesia|,"bagus si emang pelayanannya pos Indonesia sekarang , good job bro",
|LayananPosIndonesia|,Tolong dong cek RU844921849NL bagaimana?,
|LayananPosIndonesia|,No 5 plat beda#PosCustomerReward,
|LayananPosIndonesia|,Bang kenapa ya beli import di bawah 3$ mesti kena biaya padahal kan di bawah 3$ lepas bea cukai... Tris itu Beaya apa y,
|LayananPosIndonesia|,Kuda nil dikali bugil gak?,
|LayananPosIndonesia|,Cek RU844921849NL,
|LayananPosIndonesia|,Dlm rangka apa?? Pos indonesia ultah?,
|LayananPosIndonesia|,Cek RU844921849NL,
|KecewaTerhadapPengiriman|,"Paketan tidak sampe ke alamat tujuan czech republik biaya pengiriman 1,3jt lebih dan barang tdk smp tujuan dng alasan yg tidak jelas pdhl alamat dan no tlp benar dan balik ke negara indonesia dengan meminta biaya bea cukai sebesar 535rb, coba liat rugi berapa saya dlm hal ini?? Bukan kesalahan saya tetapi di bebankan ke pada saya !!!!!!!!!!!!",
|LayananPosIndonesia|,saya yg menang..amin 🤣😂🤣😂,
|KecewaTerhadapPengiriman|,"Dear Pos,Akhirnya saya dapatkan informasi paket saya tidak sampai2 lebih dari 4 bulan ternyata nyangkut di Pos Indonesia... setelah di cek di website Pos Indonesia :beberapa pesan tertulis : Unsuccessfull DeliveryPadahal sudah 1 tahun saya selalu dirumah (WFH), dan semua paket dari kurir lain selalu sampai tanpa ada masalah.Nomor resi-nya lengkapnya sudah saya inbox : LP18*****56SGMohon bantuannya untuk mengirimkan paket tersebut yaaa...",
|KegiatanPengiriman|,71005280043 tlng CK pssi pktku udh lmyn lmA paket kilat,
|KegiatanPengiriman|,"Pos harus tambah maju, kreatif, inovasi untuk menghadapi zaman. Jangan sampai seperti nokia.👍",
|KegiatanPengiriman|,Ini beda min,
|KegiatanPengiriman|,Paketku udah 2 minggu masih di pengecekekan bea cukai..bandara batam😭😭😭😭,
|KegiatanPengiriman|,18278890592 cek kka,
|KegiatanPengiriman|,70081520978 tolong di cek pak pos,
|KegiatanPengiriman|,"Jangan hanya penampilan,swp diperbaiki,petugas antar yang males dipindah,apresiasi tenaga antar yg Gesit dan tidak patah semangat dilapangan",
|LayananPosIndonesia|,"Sampe numpuk""....berharap dpat undian kapan ya😮😮😮 buat tambahan modal usaha",
|LayananPosIndonesia|,Kalau mau tau ongkir ke luar negri dmn ?,
|KecewaTerhadapPengiriman|,PON704751644115211Tolong cek gagal kirim dah jelas,
|KecewaTerhadapPengiriman|,"aq kirim  kedampit gagal terus, padahal sekota, udah kasih no wa, kok gk dtlpon2",
|KecewaTerhadapPengiriman|,"No 1, karena bodi belakang nya terlihat semua #PosCustomerReward",
|KecewaTerhadapPengiriman|,"Pegawai pos nya laki laki tapi judes, wajahnya masam. Aku jadi bingung......wkwkek",
|KegiatanPengiriman|,Zee Danuarta  Isi nya baju dan aturan dari BC batam baju hanya boleh kirim 10 potong dan pajak 54% dari nilai barangHarap hubungi agen tempat kakak kirim nya,
|LayananPosIndonesia|,Stephen Suikong oh iya kah...bgaimna bisa seperti itu ya,
|LayananPosIndonesia|,Ayuu sdah di truskan ke kantor pos parungpanjang,
|LayananPosIndonesia|,Zee Danuarta barang di tahan bea cukai gan karna harga yg di laoprkan kurang harap menbawa resi ke kantor pos pusat batam center untuk urus dan bayar kekurangan pajak nya gan,
|LayananPosIndonesia|,Pos Indonesia 29446C1UA000248,
|LayananPosIndonesia|,"Selamat pagi POS INDONESIA..Apakah SOP nya kah paket COD di RETURN ke kami penjual tanpa ada konfirmasi ke kami sbg penjual nya.Ongkir nya kami bayar pakai uang asli, bkn uang palsu ataupun de daunan lho. Nmr hp pembeli n nmr hp kami adad paket trsbt.Cnth kasus paket dgn nmr resi  18257810730",
|LayananPosIndonesia|,"Minta informasi paket saya pak, sudah lewat dari estimasi. Nomor resi 18132153263",
|LayananPosIndonesia|,Hloo kak https://youtu.be/A4rqfv9-Ofc,
|LayananPosIndonesia|,Mudah mudahan ada yang peduli denganmu.. GESITS MOTOR,
|LayananPosIndonesia|,Caranya,
|KegiatanPengiriman|,Halo min tlg cek pake EJ268940038AU kira kira kapan sampai di tangerang ?,
|KegiatanPengiriman|,18334093337. Cek bosku .grak dikit npa👆,
|KegiatanPengiriman|,Mau tanya kalau bansos dari desa lagi turun ga..yang di bagiin sama petugas kantor pos,
|KegiatanPengiriman|,Sepeda motor no.5 tulisan diplat depan warna kuning#PosCustomerReward,
|KegiatanPengiriman|,Kaka tolong lacak kapan barang saya mau di antar,
|LayananPosIndonesia|,Dengan no resi 18321313079. Belum menerima barang. Setelah dicek kok tertulis keterangan sudah diterima? Kira kira barang saya Sampek mana ya? Mohon di cek,
|LayananPosIndonesia|,Sore Pak..tlg dibantu follow up no resi 29435C1UB000625 y..tq 🙏🙏,
|KecewaTerhadapPengiriman|,Pos Indonesia kerja sama nya dong 2x kirim ke luar negri kasus terus pos ...bayar yg kilat..datang 3 Minggu...yg sekarang janji nya 6 hari...eh boro boro ...,
|KecewaTerhadapPengiriman|,Kalau ada produk asing ngapain pakai produk dalam negri... sabar yah GESITS MOTOR,
|KecewaTerhadapPengiriman|,"Tolong cek resi pos 18245367959,status tak ada perubahan trimakasih",
|KecewaTerhadapPengiriman|,Pos Indonesia Sy beli barang di ebay dr bulan november kirim dr India pake Carrier:India PostTracking number:RD405667106INKapan bisa saya terima di alamat tujuan?,
|KecewaTerhadapPengiriman|,RU844921849NL cek min,
|KecewaTerhadapPengiriman|,"Ga jelas,..kiriman belum di terima,,resi di cek salah antar,,di telfon berkali2 ga di angkat...",
|KegiatanPengiriman|,#PosCustomerRewardNo5 Plat Nomor Beda,
|KegiatanPengiriman|,Si gmn dari orangnya aja bilang udh sampai masa di stts gagal antar maksdnya gmn,
|KegiatanPengiriman|,"Pos Indonesia Pos Indonesia resi :18321313079Isi kiriman : Batre printerNama Penerima : Habibi Sahid Kode Pos : 69362Alamat : Dusun Glugur 1, RT 003 RW 005, Desa Palengaan Laok, Kecamatan Palengaan, Kabupaten Pamekasan. No Hp penerima : 081937145532",
|KegiatanPengiriman|,Kopjen Purba sama om paket saya juga nyangkut di surabaya.,
|LayananPosIndonesia|,Maaf sudah berkali kali jawaban seperti ini.Kok bisa kembali ke laut..padahal sudah perjalanan ke singkawang..Ya allah..aq harus gimana ini..1 bulan waktu yg gak sedikit..,
|KegiatanPengiriman|,Maaf hari INI menjelang.*SATU BULAN*PAKET NYA SAMPAI DIMANA BELUM ADA KABAR YG VALID...,
|KegiatanPengiriman|,Trim infonya Maaf  setahu saya..klau  sudah dlm perjalanan pontianak ..singkawang..sehari pasti sampai...,
|KegiatanPengiriman|,Maaf sudah sampai singkawang ..belum..,
|KegiatanPengiriman|,Min cek RU844921849NL,
|KegiatanPengiriman|,cek RU844921849NL,
|KegiatanPengiriman|,cek 18102998938,
